Authors,Title,Citation,DOIorPMID,Publisher,Year,Country (primary),Institution,All entries I found myself,Problem Type,Cluster,Cat1,Cat2,Cat3,FINDINGS,Reported to journal and or institute,Reported on Pubpeer,"Reported to Pubpeer, journal and or institute",PubPeer  post date,PubPeer Identity,PubPeer url,Email to Editor,RT,Expression of concern,CR,Correction or Retraction Date,Survival,mBio Set 782
"Michelle Khai Khun Yap, Nget Hong Tan, Si Mui Sim, Shin Yee Fung, Choo Hock Tan",Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits,PLOS Neglected Tropical Diseases June 2014 | Volume 8 | Issue 6 | e28901,10.1371/journal.pntd.0002890,PLOS,2014,Malaysia,"CENAR, and Department of Molecular Medicine, Faculty of Medicine, University of Malaya, Kuala Lumpur,",1,ImageDupl,No others found,,,1,"duplicated, stretched blot panels with duplicated area within blot",1,,1,,,,6/10/2014,,,1,9/30/2014,112,1
"Zhibin Yuan, Jian Chen, Dewei Chen, Gang Xu, Minjie Xia, Yong Xu, Yuqi Gao",Megakaryocytic Leukemia 1 (MKL1) Regulates Hypoxia Induced Pulmonary Hypertension in Rats,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e83895",10.1371/journal.pone.0083895,PLOS,2014,China,"College of High Altitude Military Medicine, Third Military Medical University, Chongqing",1,ImageDupl,No others found,1,,,Two identical microscopy images,1,1,1,8/8/2020,Elisabeth Bik,https://pubpeer.com/publications/DBCB0AE7E11AA91C6C3BE13B4126AC,10/7/2015,,,,,-42284,1
"Shao-lei Yi, Xiao-jun Liu, Jing-quan Zhong, Yun Zhang ",Role of Caveolin-1 in Atrial Fibrillation as an Anti-Fibrotic Signaling Molecule in Human Atrial Fibroblasts,"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e85144",10.1371/journal.pone.0085144,PLOS,2014,China,"Department of Cardiology, Qilu Hospital of Shandong University, Jinan",1,ImageDupl,No others found,1,,,complete duplicated panel - might be error,1,1,1,8/8/2020,Elisabeth Bik,https://pubpeer.com/publications/7BFD28C2C0025A1D0282AB8DE21DCD,5/11/2014,,,1,10/18/2019,1986,1
"Maria Isabel Clemente, Susana Alvarez, Maria Jesus Serramıa, Marta Martınez-Bonet, Maria Angeles Munoz-Fernandez",Prostaglandin E2 Reduces the Release and Infectivity of New Cell-Free Virions and Cell-To-Cell HIV-1 Transfer,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e85230",10.1371/journal.pone.0085230,PLOS,2014,Spain,"Hospital General Universitario Gregorio Maran ̃ o ́ n, Madrid",1,ImageDupl,No others found,,1,,"duplicated, and stretched panel",1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/D5850402586FCA50BD79CD2DB1DA96,10/7/2015,,,,,-42284,1
"Srijit Das, Nitai Pada Bhattacharyya",Transcription Regulation of HYPK by Heat Shock Factor 1,"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e85552",10.1371/journal.pone.0085552,PLOS,2014,India,"Saha Institute of Nuclear Physics, Kolkata",1,ImageDupl,No others found,1,,,Exact duplication of control PCR gel,1,1,1,8/8/2020,Elisabeth Bik,https://pubpeer.com/publications/93D5923FDE99E9EED34236EF81D1D3,10/7/2015,,,,,-42284,1
"Eva Ahrendt, Barry Kyle, Andrew P. Braun, Janice E. A. Braun","Cysteine String Protein Limits Expression of the Large Conductance, Calcium-Activated K+ (BK) Channel","PLoS ONE 9(1): January 27, 2014, e86586. doi:10.1371/journal.pone.0086586",10.1371/journal.pone.0086586,PLOS,2014,Canada,Calgary,1,ImageDupl,No others found,,1,,duplicated part of western blot,1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/2EFCEAC16B8BEB0FADAF99FE91067C,4/12/2014,,,1,10/2/2015,538,1
"Laure Chagniel, Yan Bergeron, Geneviève Bureau, Guy Massicotte, Michel Cyr",Regulation of Tyrosine Phosphatase STEP61 by Protein Kinase A during Motor Skill Learning in Mice,"PLOS One, January 2014 | Volume 9 | Issue 1 | e86988",10.1371/journal.pone.0086988,PLOS,2014,Canada,Quebec,1,ImageDupl,No others found,,1,,duplicated rotated blot panel,1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/CF1B43179F622941EF73CDFCAA4469,4/12/2014,,,1,3/9/2016,697,1
"Pengfei Lv, Jian Huang, Jian Yang, Yujie Deng, Jun Xu, Xiaoyan Zhang, Wenyi Li, Hongli Zhang, Ying Yang",Autophagy in Muscle of Glucose-Infusion Hyperglycemia Rats and Streptozotocin-Induced Hyperglycemia Rats via Selective Activation of m-TOR or FoxO3,"PLOS One, February 2014 | Volume 9 | Issue 2 | e87254",10.1371/journal.pone.0087254,PLOS,2014,China,"Shanghai Institute of Endocrine, and Metabolic Diseases, Ruijin Hospital, Shanghai Jiaotong University School of Medicine",1,ImageDupl,No others found,,1,,"Duplicated, and shifted blot panel",1,1,1,9/23/2019,Elisabeth Bik,https://pubpeer.com/publications/78DD5A4D739220AA8D909BDEC83A3B,3/26/2014,1,,,9/23/2019,2007,1
"Juan Li, Wei Zhong, Weiwei Wang, Shaoping Hu, Jiahui Yuan, Bing Zhang, Tianhui Hu, Gang Song",Ginsenoside Metabolite Compound K Promotes Recovery of Dextran Sulfate Sodium- Induced Colitis and Inhibits Inflammatory Responses by Suppressing NF-κB Activation,"PLOS One, February 2014 | Volume 9 | Issue 2 | e87810",10.1371/journal.pone.0087810,PLOS,2014,China,Medical College Xiamen University,1,ImageDupl,No others found,1,,,Duplicated (negative) blot but representing different protein,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/2841F2055752ED509B5CEA9375092D,4/17/2014,,,,,-41746,1
"Adrien Gauthier, Sophie Trouvelot, Jani Kelloniemi, Patrick Frettinger, David Wendehenne, Xavier Daire, Jean-Marie Joubert, Alberto Ferrarini, Massimo Delledonne, Victor Flors, Benoit Poinssot",The Sulfated Laminarin Triggers a Stress Transcriptome before Priming the SA- and ROS-Dependent Defenses during Grapevine’s Induced Resistance against Plasmopara viticola,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e88145",10.1371/journal.pone.0088145,PLOS,2014,France,"Universite ́ de Bourgogne, Dijon",1,ImageDupl,No others found,1,,,set of 2 panels identical duplicates,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/FFB3A41566FD743778ACDFC35B662C,10/7/2015,,,1,3/8/2018,883,1
"Dustin L. Cooper, Derek E. Murrell, Christopher M. Conder, Victoria E. Palau, Grace E. Campbell, Shaun P. Lynch, James W. Denham, Angela V. Hanley, Kenny W. Bullins, Peter C. Panus, Krishna Singh, Sam Harirforoosh",Exacerbation of Celecoxib-Induced Renal Injury by Concomitant Administration of Misoprostol in Rats,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e89087",10.1371/journal.pone.0089087,PLOS,2014,USA,Gatton College of Pharmacy,1,ImageDupl,No others found,1,,,duplicated microscopy control,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/20005A5F8A54AAA081300A1B6F4124,10/7/2015,,,,,-42284,1
"Mojca Jez, Sakthikumar Ambady, Olga Kashpur, Alexandra Grella, Christopher Malcuit, Lucy Vilner, Primoz Rozman, Tanja Dominko",Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells,"PLOS One, February 2014 | Volume 9 | Issue 2 | e89546",10.1371/journal.pone.0089546,PLOS,2014,Slovenia,"Blood Transfusion Centre of Slovenia, Ljubljana,",1,ImageDupl,No others found,,1,,"Duplicated, and shifted GAPDH gel panel",1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/6CA817DCD66491EC207453119A4EDB,3/30/2014,,,1,7/28/2014,120,1
"Eijiro Yamada, Claire C. Bastie",Disruption of Fyn SH3 Domain Interaction with a Proline- Rich Motif in Liver Kinase B1 Results in Activation of AMP-Activated Protein Kinase,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e89604",10.1371/journal.pone.0089604,PLOS,2014,USA,"Albert Einstein, Bronx",1,ImageDupl,No others found,1,,,duplicated blot panels representing different proteins,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/DCEFDE0C34FB5144A12625267508A2,10/7/2015,,,,,-42284,1
"Yang Bu, Qing-An Jia, Zheng-Gang Ren, Ju-Bo Zhang, Xue-Mei Jiang, Lei Liang, Tong-Chun Xue, Quan-Bao Zhang, Yan-Hong Wang, Lan Zhang, Xiao-Ying Xie, Zhao-You Tang",Maintenance of Stemness in Oxaliplatin-Resistant Hepatocellular Carcinoma Is Associated with Increased Autocrine of IGF1,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e89686",10.1371/journal.pone.0089686,PLOS,2014,China,"Institutes of Biomedical Sciences, Fudan University, Shanghai",1,ImageDupl,No others found,,1,,Multiple cases of overlapping microscopy panels,1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/659B9AB0F8F15DD34D94D1ECC060E0,10/7/2015,,,,,-42284,1
"Mo-Li Wu, Hong Li, Li-Jun Yu, Xiao-Yan Chen, Qing-You Kong, Xue Song, Xiao-Hong Shu, Jia Liu ",Short-Term Resveratrol Exposure Causes In Vitro and In Vivo Growth Inhibition and Apoptosis of Bladder Cancer Cells,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e89806",10.1371/journal.pone.0089806,PLOS,2014,China,Dalian Medical University,1,ImageDupl,No others found,,1,,cuts; one lane duplicated in another blot,1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/03D9F50FDFB1A35492D89E2B1E3882,10/7/2015,,,,,-42284,1
"Wei Wu, Li-hua Yu, Bei Ma, Ming-juan Xu",The Inhibitory Effect of Doxycycline on Cisplatin- Sensitive and -Resistant Epithelial Ovarian Cancer,"PLOS One, March 2014 | Volume 9 | Issue 3 | e89841",10.1371/journal.pone.0089841,PLOS,2014,China,"Changhai Hospital, Second Military Medical University, Shanghai, ",1,ImageDupl,No others found,,1,,"Multiple cases of duplicated, sometimes stretched blot panels",1,1,1,4/13/2020,"Elisabeth Bik, secondary",https://pubpeer.com/publications/AB437953504B2B4AA48F851BD7626A,4/20/2014,1,,,4/10/2020,2182,1
"Linh Hai Vu, Tsuyoshi Araki, Jianbo Na, Christoph S. Clemen, Jeffrey G. Williams, Ludwig Eichinger",Identification of the Protein Kinases Pyk3 and Phg2 as Regulators of the STATc-Mediated Response to Hyperosmolarity,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e90025",10.1371/journal.pone.0090025,PLOS,2014,Germany,University of Cologne,1,ImageDupl,No others found,1,,,duplicated blot used for different conditions,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/C1766C9DD5C80C9422FFE5D20E9268,10/7/2015,,,,,-42284,1
"Chunhong Feng, Kai He., Chunyan Zhang, Song Su, Bo Li, Yuxiao Li, Chun-Yan Duan, Shaokun Chen, Run Chen, Youping Liu, Hong Li, Mei Wei, Xianming Xia, Rongyang Dai",JNK Contributes to the Tumorigenic Potential of Human Cholangiocarcinoma Cells through the mTOR Pathway Regulated GRP78 Induction,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e90388",10.1371/journal.pone.0090388,PLOS,2014,China,"Hepatobiliary Surgery of the Affiliated Hospital, Luzhou Medical College",1,ImageDupl,No others found,,,1,"many cuts, two duplicated bands within one strip, patches, copied in bands",1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/BD18DA2FBB5DF3F87E8C5D481A4D57,10/7/2015,,,,,-42284,1
"Yuri Churin, Martin Roderfeld, Johannes Stiefel, Tilman Wu r̈ ger, Dirk Schro d̈ er, Tomomitsu Matono, Hans-Joachim Mollenkopf, Roberta Montalbano, Malvika Pompaiah, Kurt Reifenberg, Daniel Zahner, Matthias Ocker, Wolfram Gerlich, Dieter Glebe, Elke Roeb",Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background,"PLOS One, March 2014 | Volume 9 | Issue 3 | e90608",10.1371/journal.pone.0090608,PLOS,2014,Germany,"Justus Liebig Univ, Giessen",1,ImageDupl,No others found,1,,,"Duplicated actin blot panel but different experiments, cuts in panels",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/18FD9F8C3C29B5C9644F205D2B7D4C,5/4/2014,,,1,5/1/2015,362,1
"Li Yunlan, Zheng Juan, Li Qingshan","Antitumor Activity of Di-n-Butyl-(2,6-Difluorobenzohydroxamato)Tin(IV) against Human Gastric Carcinoma SGC-7901 Cells via G2/ M Cell Cycle Arrest and Cell Apoptosis","PLOS ONE, March 2014 | Volume 9 | Issue 3 | e90793",10.1371/journal.pone.0090793,PLOS,2014,China,"School of Pharmaceutical Science, Shanxi Medical University, Taiyuan",1,ImageDupl,No others found,,,1,"Duplicated, shifted, bands",1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/8275D230A47A4AB70341C1F4CA8912,10/7/2015,,,,,-42284,1
"Yingtao Zhang, Xin Li, Zhengming Chen, Gerold Bepler",Ubiquitination and Degradation of Ribonucleotide Reductase M1 by the Polycomb Group Proteins RNF2 and Bmi1 and Cellular Response to Gemcitabine,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e91186",10.1371/journal.pone.0091186,PLOS,2014,USA,"Molecular Therapeutics Program, Karmanos Cancer Institute, Detroit, Michigan",1,ImageDupl,No others found,,,1,"Two negative blot lanes look identical, cuts visible",1,1,1,12/27/2020,Elisabeth Bik,https://pubpeer.com/publications/3EB1BA892489454052B78C72C68A44,10/7/2015,,,,,-42284,1
"Timothy H. Witney, Robin R. Fortt, Eric O. Aboagye",Preclinical Assessment of Carboplatin Treatment Efficacy in Lung Cancer by 18F-ICMT-11-Positron Emission Tomography,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e91694",10.1371/journal.pone.0091694,PLOS,2014,UK,"Department of Surgery, and Cancer, Imperial College London",1,ImageDupl,No others found,1,,,Duplicated blot panel,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/7B830FC012EBDD1B3304789DF2EFF4,10/7/2015,,,1,7/9/2020,1737,1
"Sha Zhu, Judith Apondi Oremo, Sanqiang Li, Minghui Zhen, Yue Tang, Ying Du",Synergistic Antitumor Activities of Docetaxel and Octreotide Associated with Apoptotic-Upregulation in Castration-Resistant Prostate Cancer,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e91817",10.1371/journal.pone.0091817,PLOS,2014,China,"College of Basic Medical Sciences, Zhengzhou University, Zhengzhou",1,ImageDupl,No others found,1,,,Two identical FACS panels,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/F66AF6780BD92DCECFD2EEA417B9BB,10/7/2015,,,,,-42284,1
"Karolina Pilipow, Veronica Basso, Nicola Migone, Anna Mondino",Monoallelic Germline TSC1 Mutations Are Permissive for T Lymphocyte Development and Homeostasis in Tuberous Sclerosis Complex Individuals,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e91952",10.1371/journal.pone.0091952,PLOS,2014,Italy,"San Raffaele Scientific Institute, Milano",1,ImageDupl,No others found,,,1,Duplicated blot panel presented as one strip,1,1,1,2/21/2021,"Elisabeth Bik, secondary",https://pubpeer.com/publications/8BD3662C28F9A1DC8A1A3B65709772,10/7/2015,,,1,6/7/2019,1339,1
"Liliana O. Rocha, Sabina Moser Tralamazza, Gabriela M. Reis, Leon Rabinovitch, Cynara B. Barbosa, Benedito Corrêa",Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacillus thuringiensis Subsp. Kurstaki,"PLOS One, April 2014 | Volume 9 | Issue 4 | e92189",10.1371/journal.pone.0092189,PLOS,2014,Brazil,University of Sa ̃o Paulo,1,ImageDupl,No others found,1,,,Duplicated FACS panels,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/2A77B62AACA017B33115ACD0FA81B4,4/19/2014,,,1,5/9/2019,1846,1
"Fei Jiao, Shi-yu Bai, Ying Ma, Zhong-hai Yan, Zhen Yue, Yuan Yu, Xin Wang, Juan Wang",DNA Methylation of Heparanase Promoter Influences Its Expression and Associated with the Progression of Human Breast Cancer,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92190",10.1371/journal.pone.0092190,PLOS,2014,China,"Department of Biochemistry and Molecular Biology, Binzhou Medical College, Yantai, Shandong Province",1,ImageDupl,No others found,,1,,"Duplicated, but stretched RT-PCR gels, representing different amplifications, and sizes",1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/4491D3C40236D8D81B9C879249B765,10/7/2015,,,,,-42284,1
"Valentina C. Martinelli, W. Buck Kyle, Snezana Kojic, Nicola Vitulo, Zhaohui Li, Anna Belgrano, Paolo Maiuri, Lawrence Banks, Matteo Vatta, Giorgio Valle, Georgine Faulkner",ZASP Interacts with the Mechanosensing Protein Ankrd2 and p53 in the Signalling Network of Striated Muscle,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92259",10.1371/journal.pone.0092259,PLOS,2014,Italy,"International Centre for Genetic Engineering, and Biotechnology, Trieste",1,ImageDupl,No others found,,1,,Duplicated or shifted western blot panels,1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/B140AC4DE0A8D2AC7EE2CA45E4E7C7,10/7/2015,1,,,1/31/2024,3038,1
"Guixiang Tan, Liang Cheng, Tuanhui Chen, Li Yu, Yongjun Tan",Foxm1 Mediates LIF/Stat3-Dependent Self-Renewal in Mouse Embryonic Stem Cells and Is Essential for the Generation of Induced Pluripotent Stem Cells,"PLOS One, April 2014 | Volume 9 | Issue 4 | e92304",10.1371/journal.pone.0092304,PLOS,2014,China,"Hunan University, Changsha, Hunan",1,ImageDupl,No others found,,1,,Overlapping/reused blot panels,1,1,1,7/8/2019,"Elisabeth Bik, secondary",https://pubpeer.com/publications/CFD7A1E2AE87C3366703E11F409910,4/18/2014,1,,,7/5/2019,1904,1
"Takaharu Nakayoshi, Ken-ichiro Sasaki, Hidemi Kajimoto, Hiroshi Koiwaya, Masanori Ohtsuka, Takafumi Ueno, Hidetoshi Chibana, Naoki Itaya, Masahiro Sasaki, Shinji Yokoyama, Yoshihiro Fukumoto, Tsutomu Imaizumi",FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92626",10.1371/journal.pone.0092626,PLOS,2014,Japan,"Kurume Univ, Fukuoka",1,ImageDupl,No others found,,1,,Mirrored microscopy image,1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/76285F43EDD7510C3EEE238A5206C5,3/26/2014,,,1,4/27/2015,397,1
"Guo Li, Hui-qian Wang, Li-hui Wang, Ru-ping Chen, Jun-ping Liu",Distinct Pathways of ERK1/2 Activation by Hydroxy- Carboxylic Acid Receptor-1,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e93041",10.1371/journal.pone.0093041,PLOS,2014,China,"Institute of Aging Research, School of Medicine, Hangzhou Normal University, Hangzhou, Zhejiang",1,ImageDupl,No others found,,1,,"Multiple cases of duplicated, sometimes stretched blot panels, sometimes mirrored",1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/1A10F4ACE7FBC234C3C8356EB44884,10/7/2015,,,,,-42284,1
"Suiquan Wang, Miaoni Zhou, Fuquan Lin, Dongyin Liu, Weisong Hong, Liangjun Lu, Yiping Zhu, Aie Xu",Interferon-c Induces Senescence in Normal Human Melanocytes,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e93232",10.1371/journal.pone.0093232,PLOS,2014,China,"Hangzhou Institute of Dermatology, and Venereology, Third People’s Hospital of Hangzhou",1,ImageDupl,No others found,,1,,duplicated actin blot,1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/D968F16D38E9C4419F59FDCF9BD780,10/7/2015,,,,,-42284,1
"Yushen Jiang, Tang Jiang, Juan Ouyang, Qingsong Zhou, Yanlan Liang, Yingpeng Cui, Peisong Chen, Bin Huang",Cell Atavistic Transition: Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells during Acute Kidney Injury and Is Regulated by Angiotensin II,"PLOS One, April 2014 | Volume 9 | Issue 4 | e93563",10.1371/journal.pone.0093563,PLOS,2014,China,"Department of Laboratory Medicine, First Affiliated Hospital of Sun Yat-sen University, Guangzhou,",1,ImageDupl,No others found,1,,,Duplicated gel panels,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/867757A3F9FA239ABFB803A5485759,4/12/2014,,,1,5/6/2015,389,1
"Saurabh Sharma, Sreejoyee Ghosh, Lalit Kumar Singh, Ashish Sarkar, Rajesh Malhotra, Onkar Prasad Garg, Yogendra Singh, Radhey Shyam Sharma, Darshan Singh Bhakuni, Taposh Kumar Das, Sagarika Biswas",Identification of Autoantibodies against Transthyretin for the Screening and Diagnosis of Rheumatoid Arthritis,"PLOS One, April 2014 | Volume 9 | Issue 4 | e93905",10.1371/journal.pone.0093905,PLOS,2014,India,"CSIR-Institute of Genomics, and Integrative Biology, Delhi",1,ImageDupl,No others found,1,,,Duplicated bands,1,1,1,6/1/2019,"Elisabeth Bik, secondary",https://pubpeer.com/publications/360353EF7A3D3AFBD1939E096AE49F,4/18/2014,1,,,10/11/2018,1637,1
"Wei-Li Chen, Yan-Ming Chen, Hsiao-Sang Chu, Chung-Tien Lin, Lu-Ping Chow, Chih-Ta Chen, Fung-Rong Hu",Mechanisms Controlling the Effects of Bevacizumab (Avastin) on the Inhibition of Early but Not Late Formed Corneal Neovascularization,"PLOS ONE, April 2014 | Volume 9 | Issue 4 | e94205",10.1371/journal.pone.0094205,PLOS,2014,Taiwan,"National Taiwan University Hospital, Taipei",1,ImageDupl,No others found,,1,,Duplicated blot but different exposures,1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/9371608C07186F26D8E2C1F0EF626A,10/7/2015,,,,,-42284,1
"Rui Li, Wen Xu, Ying Chen, Wei Qiu, Yaqing Shu, Aimin Wu, Yongqiang Dai, Jian Bao, Zhengqi Lu, Xueqiang Hu",Raloxifene Suppresses Experimental Autoimmune Encephalomyelitis and NF-κB- Dependent CCL20 Expression in Reactive Astrocytes,"PLOS One, April 2014 | Volume 9 | Issue 4 | e94320",10.1371/journal.pone.0094320,PLOS,2014,China,"Department of Neurology, Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou",1,ImageDupl,No others found,,1,,"Duplicated, rotated, microscopy panels",1,1,1,1/1/2021,Elisabeth Bik,https://pubpeer.com/publications/8252E225632980A0E9363321C653FA,4/17/2014,,,,,-41746,1
